,recording_session_label,image,num_of_presentation,fixation1,fixation2,fixation3,test_response
2721,34,F41.jpg,1,11,NA,NA,3
2722,35,F41.jpg,3,9,12,10,0
2723,36,F41.jpg,1,12,NA,NA,4
2724,37,F41.jpg,3,8,7,7,-1
2725,38,F41.jpg,3,11,13,9,-1
2726,39,F41.jpg,3,13,13,11,0
2727,40,F41.jpg,1,11,NA,NA,4
2728,41,F41.jpg,3,8,8,8,0
2729,42,F41.jpg,1,7,NA,NA,3
2730,43,F41.jpg,3,8,12,10,-1
2731,44,F41.jpg,3,8,11,10,-1
2732,45,F41.jpg,3,10,11,9,0
2733,46,F41.jpg,1,9,NA,NA,-1
2734,47,F41.jpg,3,10,12,9,0
2735,48,F41.jpg,1,5,NA,NA,3
2736,1,F119.jpg,3,7,8,9,2
2737,2,F119.jpg,1,9,NA,NA,4
2738,3,F119.jpg,3,10,12,4,-1
2739,4,F119.jpg,3,11,11,9,-1
2740,5,F119.jpg,1,6,NA,NA,3
2741,6,F119.jpg,3,12,10,11,2
2742,7,F119.jpg,3,11,13,9,1
2743,8,F119.jpg,1,7,NA,NA,4
2744,9,F119.jpg,3,11,11,9,-1
2745,10,F119.jpg,3,8,9,10,-1
2746,11,F119.jpg,1,12,NA,NA,4
2747,12,F119.jpg,3,6,7,7,0
2748,13,F119.jpg,3,9,9,8,0
2749,14,F119.jpg,1,7,NA,NA,3
2750,15,F119.jpg,3,10,10,6,-1
2751,16,F119.jpg,3,10,9,12,-1
2752,17,F119.jpg,1,10,NA,NA,4
2753,18,F119.jpg,3,10,8,7,0
2754,19,F119.jpg,3,10,8,7,0
2755,20,F119.jpg,1,8,NA,NA,4
2756,21,F119.jpg,3,13,9,9,-1
2757,22,F119.jpg,3,11,13,10,-1
2758,23,F119.jpg,1,9,NA,NA,4
2759,24,F119.jpg,3,12,10,8,0
2760,25,F119.jpg,3,10,9,8,0
2761,26,F119.jpg,1,8,NA,NA,4
2762,27,F119.jpg,3,7,7,9,-1
2763,28,F119.jpg,3,7,7,9,-1
2764,29,F119.jpg,1,10,NA,NA,4
2765,30,F119.jpg,3,3,8,7,2
2766,31,F119.jpg,3,10,10,9,0
2767,32,F119.jpg,1,7,NA,NA,4
2768,33,F119.jpg,3,5,9,10,-1
2769,34,F119.jpg,3,6,12,8,-1
2770,35,F119.jpg,1,10,NA,NA,3
2771,36,F119.jpg,3,10,12,10,0
2772,37,F119.jpg,3,9,10,9,1
2773,38,F119.jpg,1,12,NA,NA,4
2774,39,F119.jpg,3,14,12,13,-1
2775,40,F119.jpg,3,11,13,14,-1
2776,41,F119.jpg,1,10,NA,NA,3
2777,42,F119.jpg,3,9,9,8,2
2778,43,F119.jpg,3,11,12,10,0
2779,44,F119.jpg,1,9,NA,NA,4
2780,45,F119.jpg,3,9,9,9,-1
2781,46,F119.jpg,3,10,9,6,-1
2782,47,F119.jpg,1,9,NA,NA,3
2783,48,F119.jpg,2,2,6,NA,2
2784,1,F18.jpg,3,8,9,7,-1
2785,2,F18.jpg,3,9,7,8,-1
2786,3,F18.jpg,3,6,11,9,0
2787,4,F18.jpg,1,7,NA,NA,4
2788,5,F18.jpg,3,7,11,7,0
2789,6,F18.jpg,1,9,NA,NA,4
2790,7,F18.jpg,3,10,9,6,-1
2791,8,F18.jpg,3,7,6,4,-1
2792,9,F18.jpg,3,10,7,5,0
2793,10,F18.jpg,1,9,NA,NA,4
2794,11,F18.jpg,3,13,10,9,2
2795,12,F18.jpg,1,8,NA,NA,3
2796,13,F18.jpg,3,7,8,8,-1
2797,14,F18.jpg,3,9,4,5,-1
2798,15,F18.jpg,3,7,7,8,0
2799,16,F18.jpg,1,6,NA,NA,4
2800,17,F18.jpg,3,7,8,5,0
2801,18,F18.jpg,1,5,NA,NA,4
2802,19,F18.jpg,3,4,6,1,-1
2803,20,F18.jpg,3,8,6,10,-1
2804,21,F18.jpg,3,9,10,11,1
2805,22,F18.jpg,1,9,NA,NA,4
2806,23,F18.jpg,3,9,8,10,0
2807,24,F18.jpg,1,6,NA,NA,4
2808,25,F18.jpg,3,5,8,8,-1
2809,26,F18.jpg,3,7,7,9,-1
2810,27,F18.jpg,3,6,6,7,0
2811,28,F18.jpg,1,7,NA,NA,4
2812,29,F18.jpg,3,11,9,12,0
2813,30,F18.jpg,1,10,NA,NA,4
2814,31,F18.jpg,3,9,12,9,-1
2815,32,F18.jpg,3,6,7,10,-1
2816,33,F18.jpg,3,12,4,8,2
2817,34,F18.jpg,1,6,NA,NA,4
2818,35,F18.jpg,3,11,10,11,0
2819,36,F18.jpg,1,11,NA,NA,4
2820,37,F18.jpg,3,6,6,8,-1
2821,38,F18.jpg,3,12,12,12,-1
2822,39,F18.jpg,3,12,12,12,0
2823,40,F18.jpg,1,9,NA,NA,4
2824,41,F18.jpg,3,10,7,8,1
2825,42,F18.jpg,1,9,NA,NA,4
2826,43,F18.jpg,3,9,11,11,-1
2827,44,F18.jpg,3,9,11,8,-1
2828,45,F18.jpg,3,9,9,8,0
2829,46,F18.jpg,1,5,NA,NA,4
2830,47,F18.jpg,3,9,11,11,1
2831,48,F18.jpg,1,5,NA,NA,4
2832,1,F59.jpg,3,9,7,7,-1
2833,2,F59.jpg,3,6,10,9,-1
2834,3,F59.jpg,3,10,9,10,0
2835,4,F59.jpg,1,10,NA,NA,4
2836,5,F59.jpg,3,7,10,8,2
2837,6,F59.jpg,1,8,NA,NA,4
2838,7,F59.jpg,3,10,11,11,-1
2839,8,F59.jpg,3,7,3,5,-1
2840,9,F59.jpg,3,7,8,5,0
2841,10,F59.jpg,1,9,NA,NA,4
2842,11,F59.jpg,3,11,10,9,2
2843,12,F59.jpg,1,5,NA,NA,3
2844,13,F59.jpg,3,8,8,7,-1
2845,14,F59.jpg,3,4,7,6,-1
2846,15,F59.jpg,3,8,10,8,2
2847,16,F59.jpg,1,9,NA,NA,4
2848,17,F59.jpg,3,8,9,8,0
2849,18,F59.jpg,1,8,NA,NA,4
2850,19,F59.jpg,3,11,8,12,-1
2851,20,F59.jpg,3,6,8,10,-1
2852,21,F59.jpg,3,12,12,10,0
2853,22,F59.jpg,1,11,NA,NA,4
2854,23,F59.jpg,3,8,10,6,0
2855,24,F59.jpg,1,11,NA,NA,4
2856,25,F59.jpg,3,6,7,6,-1
2857,26,F59.jpg,3,8,7,9,-1
2858,27,F59.jpg,3,6,6,6,0
2859,28,F59.jpg,1,7,NA,NA,4
2860,29,F59.jpg,3,11,10,9,0
2861,30,F59.jpg,1,4,NA,NA,4
2862,31,F59.jpg,3,10,10,8,-1
2863,32,F59.jpg,3,7,6,6,-1
2864,33,F59.jpg,3,9,9,7,1
2865,34,F59.jpg,1,9,NA,NA,4
2866,35,F59.jpg,3,6,10,9,0
2867,36,F59.jpg,1,13,NA,NA,4
2868,37,F59.jpg,3,7,7,8,-1
2869,38,F59.jpg,3,11,7,9,-1
2870,39,F59.jpg,3,12,10,11,0
2871,40,F59.jpg,1,12,NA,NA,4
2872,41,F59.jpg,3,9,8,10,1
2873,42,F59.jpg,1,7,NA,NA,4
2874,43,F59.jpg,3,12,10,10,-1
2875,44,F59.jpg,3,9,8,8,-1
2876,45,F59.jpg,3,9,9,10,0
2877,46,F59.jpg,1,8,NA,NA,4
2878,47,F59.jpg,3,8,10,7,1
2879,48,F59.jpg,1,6,NA,NA,3
2880,1,F148.jpg,1,9,NA,NA,4
2881,2,F148.jpg,3,8,8,8,1
2882,3,F148.jpg,1,9,NA,NA,4
2883,4,F148.jpg,3,10,10,11,-1
2884,5,F148.jpg,3,7,9,10,-1
2885,6,F148.jpg,3,10,8,11,-1
2886,7,F148.jpg,1,8,NA,NA,4
2887,8,F148.jpg,3,7,6,7,0
2888,9,F148.jpg,1,10,NA,NA,4
2889,10,F148.jpg,3,11,10,10,2
2890,11,F148.jpg,3,11,11,12,-1
2891,12,F148.jpg,3,8,7,3,-1
2892,13,F148.jpg,1,9,NA,NA,4
2893,14,F148.jpg,3,8,8,10,0
2894,15,F148.jpg,1,6,NA,NA,4
2895,16,F148.jpg,3,7,5,10,2
2896,17,F148.jpg,3,9,9,8,-1
2897,18,F148.jpg,3,11,9,10,-1
2898,19,F148.jpg,1,10,NA,NA,4
2899,20,F148.jpg,3,7,11,6,1
2900,21,F148.jpg,1,11,NA,NA,4
2901,22,F148.jpg,3,11,12,6,0
2902,23,F148.jpg,3,9,5,11,-1
2903,24,F148.jpg,3,11,9,12,-1
2904,25,F148.jpg,1,8,NA,NA,4
2905,26,F148.jpg,3,8,10,8,1
2906,27,F148.jpg,1,6,NA,NA,4
2907,28,F148.jpg,3,5,6,8,0
2908,29,F148.jpg,3,12,13,12,-1
2909,30,F148.jpg,3,2,2,8,-1
2910,31,F148.jpg,1,11,NA,NA,4
2911,32,F148.jpg,3,3,9,6,1
2912,33,F148.jpg,1,10,NA,NA,4
2913,34,F148.jpg,3,7,10,4,0
2914,35,F148.jpg,3,8,10,10,-1
2915,36,F148.jpg,3,11,13,12,-1
2916,37,F148.jpg,1,7,NA,NA,3
2917,38,F148.jpg,3,9,11,11,0
2918,39,F148.jpg,1,12,NA,NA,4
2919,40,F148.jpg,3,8,12,11,1
2920,41,F148.jpg,3,11,11,10,-1
2921,42,F148.jpg,3,6,4,8,-1
2922,43,F148.jpg,1,11,NA,NA,4
2923,44,F148.jpg,3,10,10,9,0
2924,45,F148.jpg,1,9,NA,NA,4
2925,46,F148.jpg,3,5,8,7,1
2926,47,F148.jpg,3,11,8,10,-1
2927,48,F148.jpg,2,3,1,NA,-1
2928,1,F167.jpg,1,11,NA,NA,4
2929,2,F167.jpg,3,5,9,8,1
2930,3,F167.jpg,1,9,NA,NA,4
2931,4,F167.jpg,3,11,12,10,2
2932,5,F167.jpg,3,11,6,8,-1
2933,6,F167.jpg,3,11,10,10,-1
2934,7,F167.jpg,1,11,NA,NA,4
2935,8,F167.jpg,3,7,9,8,0
2936,9,F167.jpg,1,10,NA,NA,4
2937,10,F167.jpg,3,7,9,11,1
2938,11,F167.jpg,3,6,12,11,-1
2939,12,F167.jpg,3,7,8,6,-1
2940,13,F167.jpg,1,6,NA,NA,4
2941,14,F167.jpg,3,8,8,10,2
2942,15,F167.jpg,1,10,NA,NA,3
2943,16,F167.jpg,3,7,10,12,2
2944,17,F167.jpg,3,10,9,9,-1
2945,18,F167.jpg,3,8,7,7,-1
2946,19,F167.jpg,1,10,NA,NA,4
2947,20,F167.jpg,3,9,9,7,1
2948,21,F167.jpg,1,12,NA,NA,4
2949,22,F167.jpg,3,9,14,9,0
2950,23,F167.jpg,3,9,11,8,-1
2951,24,F167.jpg,3,12,11,9,-1
2952,25,F167.jpg,1,7,NA,NA,4
2953,26,F167.jpg,3,9,6,8,1
2954,27,F167.jpg,1,7,NA,NA,4
2955,28,F167.jpg,3,9,10,9,2
2956,29,F167.jpg,3,11,10,11,-1
2957,30,F167.jpg,3,7,8,7,-1
2958,31,F167.jpg,1,12,NA,NA,-1
2959,32,F167.jpg,3,12,9,5,0
2960,33,F167.jpg,1,7,NA,NA,4
2961,34,F167.jpg,3,10,8,10,1
2962,35,F167.jpg,3,11,13,6,-1
2963,36,F167.jpg,3,14,13,11,-1
2964,37,F167.jpg,1,7,NA,NA,4
2965,38,F167.jpg,3,11,12,9,1
2966,39,F167.jpg,1,11,NA,NA,4
2967,40,F167.jpg,3,12,11,11,1
2968,41,F167.jpg,3,10,9,9,-1
2969,42,F167.jpg,3,9,8,11,-1
2970,43,F167.jpg,1,10,NA,NA,4
2971,44,F167.jpg,3,8,9,12,0
2972,45,F167.jpg,1,8,NA,NA,4
2973,46,F167.jpg,3,10,10,8,1
2974,47,F167.jpg,3,9,7,11,-1
2975,48,F167.jpg,3,5,3,3,-1
2976,1,F2.jpg,3,8,8,7,-1
2977,2,F2.jpg,3,6,9,8,-1
2978,3,F2.jpg,3,7,6,10,0
2979,4,F2.jpg,1,9,NA,NA,4
2980,5,F2.jpg,3,5,6,6,0
2981,6,F2.jpg,1,8,NA,NA,4
2982,7,F2.jpg,3,11,5,8,-1
2983,8,F2.jpg,3,7,7,8,-1
2984,9,F2.jpg,3,8,7,2,0
2985,10,F2.jpg,1,8,NA,NA,3
2986,11,F2.jpg,3,11,5,7,1
2987,12,F2.jpg,1,8,NA,NA,3
2988,13,F2.jpg,3,7,6,7,-1
2989,14,F2.jpg,2,7,5,NA,-1
2990,15,F2.jpg,3,9,5,8,0
2991,16,F2.jpg,1,9,NA,NA,3
2992,17,F2.jpg,3,9,8,5,0
2993,18,F2.jpg,1,6,NA,NA,4
2994,19,F2.jpg,3,9,8,5,-1
2995,20,F2.jpg,3,6,3,8,-1
2996,21,F2.jpg,3,12,11,10,0
2997,22,F2.jpg,1,9,NA,NA,4
2998,23,F2.jpg,3,5,9,9,0
2999,24,F2.jpg,1,9,NA,NA,4
3000,25,F2.jpg,3,7,4,8,-1
3001,26,F2.jpg,3,8,7,7,-1
3002,27,F2.jpg,3,8,5,6,1
3003,28,F2.jpg,1,8,NA,NA,4
3004,29,F2.jpg,3,8,10,6,0
3005,30,F2.jpg,1,10,NA,NA,4
3006,31,F2.jpg,3,8,9,7,-1
3007,32,F2.jpg,3,9,4,9,-1
3008,33,F2.jpg,3,11,9,10,0
3009,34,F2.jpg,1,9,NA,NA,4
3010,35,F2.jpg,3,9,10,8,0
3011,36,F2.jpg,1,11,NA,NA,4
3012,37,F2.jpg,3,9,9,10,-1
3013,38,F2.jpg,3,7,11,10,-1
3014,39,F2.jpg,3,14,10,11,0
3015,40,F2.jpg,1,9,NA,NA,4
3016,41,F2.jpg,3,6,5,6,2
3017,42,F2.jpg,1,6,NA,NA,3
3018,43,F2.jpg,3,12,10,9,-1
3019,44,F2.jpg,3,10,8,7,-1
3020,45,F2.jpg,3,9,7,8,0
3021,46,F2.jpg,1,7,NA,NA,3
3022,47,F2.jpg,3,8,10,9,2
3023,48,F2.jpg,1,4,NA,NA,3
3024,1,F109.jpg,3,8,7,8,1
3025,2,F109.jpg,1,8,NA,NA,3
3026,3,F109.jpg,3,13,8,11,-1
3027,4,F109.jpg,3,10,10,10,-1
3028,5,F109.jpg,1,6,NA,NA,4
3029,6,F109.jpg,3,10,10,8,0
3030,7,F109.jpg,3,11,16,9,1
3031,8,F109.jpg,1,10,NA,NA,4
3032,9,F109.jpg,3,10,10,11,-1
3033,10,F109.jpg,3,9,9,7,-1
3034,11,F109.jpg,1,12,NA,NA,4
3035,12,F109.jpg,3,6,5,10,1
3036,13,F109.jpg,3,11,9,5,0
3037,14,F109.jpg,1,8,NA,NA,3
3038,15,F109.jpg,3,8,9,6,-1
3039,16,F109.jpg,3,7,10,12,-1
3040,17,F109.jpg,1,8,NA,NA,3
3041,18,F109.jpg,3,12,10,9,0
3042,19,F109.jpg,3,8,5,11,1
3043,20,F109.jpg,1,4,NA,NA,4
3044,21,F109.jpg,3,12,13,12,-1
3045,22,F109.jpg,3,10,10,9,-1
3046,23,F109.jpg,1,11,NA,NA,4
3047,24,F109.jpg,3,10,11,9,0
3048,25,F109.jpg,3,8,6,7,0
3049,26,F109.jpg,1,7,NA,NA,3
3050,27,F109.jpg,3,7,6,6,-1
3051,28,F109.jpg,3,7,9,8,-1
3052,29,F109.jpg,1,12,NA,NA,3
3053,30,F109.jpg,3,6,11,8,2
3054,31,F109.jpg,3,10,9,11,0
3055,32,F109.jpg,1,6,NA,NA,4
3056,33,F109.jpg,3,9,9,10,-1
3057,34,F109.jpg,3,10,9,8,-1
3058,35,F109.jpg,1,12,NA,NA,3
3059,36,F109.jpg,3,11,10,14,0
3060,37,F109.jpg,3,8,13,6,1
3061,38,F109.jpg,1,11,NA,NA,4
3062,39,F109.jpg,3,12,13,11,-1
3063,40,F109.jpg,3,9,11,12,-1
3064,41,F109.jpg,1,5,NA,NA,4
3065,42,F109.jpg,3,3,8,9,0
3066,43,F109.jpg,3,10,10,11,2
3067,44,F109.jpg,1,9,NA,NA,4
3068,45,F109.jpg,3,9,8,4,-1
3069,46,F109.jpg,3,6,9,7,-1
3070,47,F109.jpg,1,9,NA,NA,4
3071,48,F109.jpg,3,3,5,2,2
3072,1,F31.jpg,3,8,8,7,-1
3073,2,F31.jpg,3,7,8,9,-1
3074,3,F31.jpg,3,10,10,10,1
3075,4,F31.jpg,1,11,NA,NA,3
3076,5,F31.jpg,3,13,7,8,2
3077,6,F31.jpg,1,11,NA,NA,3
3078,7,F31.jpg,3,10,8,9,-1
3079,8,F31.jpg,3,6,7,8,-1
3080,9,F31.jpg,3,11,8,8,0
3081,10,F31.jpg,1,10,NA,NA,4
3082,11,F31.jpg,3,11,11,11,0
3083,12,F31.jpg,1,9,NA,NA,3
3084,13,F31.jpg,3,9,7,7,-1
3085,14,F31.jpg,3,5,6,6,-1
3086,15,F31.jpg,3,8,12,10,2
3087,16,F31.jpg,1,10,NA,NA,4
3088,17,F31.jpg,3,9,8,9,0
3089,18,F31.jpg,1,8,NA,NA,4
3090,19,F31.jpg,3,10,9,7,-1
3091,20,F31.jpg,3,4,11,8,-1
3092,21,F31.jpg,3,9,9,12,1
3093,22,F31.jpg,1,11,NA,NA,4
3094,23,F31.jpg,3,9,8,8,0
3095,24,F31.jpg,1,12,NA,NA,4
3096,25,F31.jpg,3,10,8,12,-1
3097,26,F31.jpg,3,10,9,9,-1
3098,27,F31.jpg,3,6,6,6,0
3099,28,F31.jpg,1,8,NA,NA,4
3100,29,F31.jpg,3,13,9,12,2
3101,30,F31.jpg,1,8,NA,NA,4
3102,31,F31.jpg,3,11,9,9,-1
3103,32,F31.jpg,3,6,6,8,-1
3104,33,F31.jpg,3,10,4,6,2
3105,34,F31.jpg,1,9,NA,NA,3
3106,35,F31.jpg,3,12,10,12,0
3107,36,F31.jpg,1,12,NA,NA,4
3108,37,F31.jpg,3,8,9,7,-1
3109,38,F31.jpg,3,11,5,10,-1
3110,39,F31.jpg,3,13,12,12,0
3111,40,F31.jpg,1,10,NA,NA,4
3112,41,F31.jpg,3,9,6,9,1
3113,42,F31.jpg,1,7,NA,NA,3
3114,43,F31.jpg,3,11,10,9,-1
3115,44,F31.jpg,3,8,9,8,-1
3116,45,F31.jpg,3,8,10,10,1
3117,46,F31.jpg,1,5,NA,NA,-1
3118,47,F31.jpg,3,10,9,9,2
3119,48,F31.jpg,1,6,NA,NA,3
3120,1,F79.jpg,3,7,4,8,1
3121,2,F79.jpg,1,8,NA,NA,3
3122,3,F79.jpg,3,9,11,8,-1
3123,4,F79.jpg,3,11,12,10,-1
3124,5,F79.jpg,1,8,NA,NA,4
3125,6,F79.jpg,3,9,9,5,0
3126,7,F79.jpg,3,12,11,9,1
3127,8,F79.jpg,1,7,NA,NA,4
3128,9,F79.jpg,3,9,10,10,-1
3129,10,F79.jpg,3,10,11,9,-1
3130,11,F79.jpg,1,6,NA,NA,4
3131,12,F79.jpg,3,7,9,8,0
3132,13,F79.jpg,3,9,10,7,1
3133,14,F79.jpg,1,8,NA,NA,3
3134,15,F79.jpg,3,9,6,9,-1
3135,16,F79.jpg,3,11,9,8,-1
3136,17,F79.jpg,1,8,NA,NA,3
3137,18,F79.jpg,3,9,3,9,1
3138,19,F79.jpg,3,8,6,10,0
3139,20,F79.jpg,1,8,NA,NA,4
3140,21,F79.jpg,3,11,11,9,-1
3141,22,F79.jpg,3,8,3,9,-1
3142,23,F79.jpg,1,8,NA,NA,4
3143,24,F79.jpg,3,9,7,9,1
3144,25,F79.jpg,3,10,8,8,0
3145,26,F79.jpg,1,8,NA,NA,4
3146,27,F79.jpg,3,4,9,6,-1
3147,28,F79.jpg,3,4,9,9,-1
3148,29,F79.jpg,1,11,NA,NA,4
3149,30,F79.jpg,3,3,8,12,2
3150,31,F79.jpg,3,11,12,7,0
3151,32,F79.jpg,1,7,NA,NA,3
3152,33,F79.jpg,3,7,8,12,-1
3153,34,F79.jpg,3,8,8,8,-1
3154,35,F79.jpg,1,12,NA,NA,4
3155,36,F79.jpg,3,10,11,12,0
3156,37,F79.jpg,3,9,4,10,0
3157,38,F79.jpg,1,12,NA,NA,4
3158,39,F79.jpg,3,12,12,14,-1
3159,40,F79.jpg,3,12,12,10,-1
3160,41,F79.jpg,1,9,NA,NA,4
3161,42,F79.jpg,3,8,9,8,0
3162,43,F79.jpg,3,10,11,11,0
3163,44,F79.jpg,1,10,NA,NA,3
3164,45,F79.jpg,3,9,8,8,-1
3165,46,F79.jpg,2,5,3,NA,-1
3166,47,F79.jpg,1,9,NA,NA,4
3167,48,F79.jpg,3,5,8,3,2
3168,1,F58.jpg,3,8,7,5,-1
3169,2,F58.jpg,3,9,7,9,-1
3170,3,F58.jpg,3,12,9,8,2
3171,4,F58.jpg,1,9,NA,NA,3
3172,5,F58.jpg,3,5,10,6,0
3173,6,F58.jpg,1,8,NA,NA,4
3174,7,F58.jpg,3,9,10,9,-1
3175,8,F58.jpg,3,8,11,8,-1
3176,9,F58.jpg,3,9,8,6,0
3177,10,F58.jpg,1,9,NA,NA,4
3178,11,F58.jpg,3,12,7,8,2
3179,12,F58.jpg,1,6,NA,NA,3
3180,13,F58.jpg,3,8,6,9,-1
3181,14,F58.jpg,3,5,7,7,-1
3182,15,F58.jpg,3,7,8,8,1
3183,16,F58.jpg,1,9,NA,NA,4
3184,17,F58.jpg,3,8,8,7,2
3185,18,F58.jpg,1,10,NA,NA,4
3186,19,F58.jpg,3,9,8,9,-1
3187,20,F58.jpg,3,7,6,5,-1
3188,21,F58.jpg,3,10,9,8,1
3189,22,F58.jpg,1,11,NA,NA,3
3190,23,F58.jpg,3,7,7,9,2
3191,24,F58.jpg,1,10,NA,NA,3
3192,25,F58.jpg,3,7,8,7,-1
3193,26,F58.jpg,3,5,9,7,-1
3194,27,F58.jpg,3,6,6,3,1
3195,28,F58.jpg,1,6,NA,NA,4
3196,29,F58.jpg,3,8,5,9,0
3197,30,F58.jpg,1,10,NA,NA,4
3198,31,F58.jpg,3,9,11,7,-1
3199,32,F58.jpg,3,7,7,6,-1
3200,33,F58.jpg,3,6,5,9,-1
3201,34,F58.jpg,1,8,NA,NA,4
3202,35,F58.jpg,3,7,13,11,1
3203,36,F58.jpg,1,12,NA,NA,4
3204,37,F58.jpg,3,6,10,5,-1
3205,38,F58.jpg,3,12,12,8,-1
3206,39,F58.jpg,3,15,12,12,0
3207,40,F58.jpg,1,11,NA,NA,4
3208,41,F58.jpg,3,8,5,8,2
3209,42,F58.jpg,1,9,NA,NA,4
3210,43,F58.jpg,3,7,10,11,-1
3211,44,F58.jpg,3,6,11,9,-1
3212,45,F58.jpg,3,10,9,11,2
3213,46,F58.jpg,1,6,NA,NA,4
3214,47,F58.jpg,3,9,9,8,1
3215,48,F58.jpg,1,4,NA,NA,4
3216,1,F50.jpg,3,7,9,7,-1
3217,2,F50.jpg,3,8,11,9,-1
3218,3,F50.jpg,3,10,7,8,2
3219,4,F50.jpg,1,8,NA,NA,4
3220,5,F50.jpg,3,7,7,6,0
3221,6,F50.jpg,1,6,NA,NA,4
3222,7,F50.jpg,3,11,8,11,-1
3223,8,F50.jpg,3,8,4,5,-1
3224,9,F50.jpg,3,8,6,6,0
3225,10,F50.jpg,1,8,NA,NA,4
3226,11,F50.jpg,3,9,8,8,2
3227,12,F50.jpg,1,7,NA,NA,4
3228,13,F50.jpg,3,6,8,8,-1
3229,14,F50.jpg,3,4,10,3,-1
3230,15,F50.jpg,2,8,8,NA,0
3231,16,F50.jpg,1,6,NA,NA,4
3232,17,F50.jpg,3,9,8,7,0
3233,18,F50.jpg,1,9,NA,NA,3
3234,19,F50.jpg,3,7,10,8,-1
3235,20,F50.jpg,3,7,7,10,-1
3236,21,F50.jpg,3,9,8,12,1
3237,22,F50.jpg,1,9,NA,NA,4
3238,23,F50.jpg,3,9,5,10,2
3239,24,F50.jpg,1,7,NA,NA,4
3240,25,F50.jpg,3,8,7,6,-1
3241,26,F50.jpg,3,8,7,9,-1
3242,27,F50.jpg,3,6,5,5,0
3243,28,F50.jpg,1,4,NA,NA,4
3244,29,F50.jpg,3,10,10,7,0
3245,30,F50.jpg,1,10,NA,NA,4
3246,31,F50.jpg,3,8,10,9,-1
3247,32,F50.jpg,3,5,6,5,-1
3248,33,F50.jpg,3,9,6,7,0
3249,34,F50.jpg,1,7,NA,NA,4
3250,35,F50.jpg,3,6,12,6,0
3251,36,F50.jpg,1,11,NA,NA,4
3252,37,F50.jpg,3,8,6,12,-1
3253,38,F50.jpg,3,10,11,9,-1
3254,39,F50.jpg,3,12,13,12,0
3255,40,F50.jpg,1,9,NA,NA,4
3256,41,F50.jpg,3,5,5,7,2
3257,42,F50.jpg,1,7,NA,NA,4
3258,43,F50.jpg,3,11,9,10,-1
3259,44,F50.jpg,3,8,9,5,-1
3260,45,F50.jpg,3,5,9,7,2
3261,46,F50.jpg,1,7,NA,NA,4
3262,47,F50.jpg,3,9,10,10,1
3263,48,F50.jpg,1,1,NA,NA,3
3264,1,F65.jpg,3,9,8,11,2
3265,2,F65.jpg,1,7,NA,NA,-1
3266,3,F65.jpg,3,10,8,11,-1
3267,4,F65.jpg,3,11,10,8,-1
3268,5,F65.jpg,1,7,NA,NA,3
3269,6,F65.jpg,3,9,10,10,1
3270,7,F65.jpg,3,12,11,10,2
3271,8,F65.jpg,1,6,NA,NA,4
3272,9,F65.jpg,3,8,11,8,-1
3273,10,F65.jpg,3,10,11,9,-1
3274,11,F65.jpg,1,11,NA,NA,4
3275,12,F65.jpg,3,4,6,7,1
3276,13,F65.jpg,3,9,10,7,2
3277,14,F65.jpg,1,5,NA,NA,3
3278,15,F65.jpg,3,8,9,7,-1
3279,16,F65.jpg,3,8,10,9,-1
3280,17,F65.jpg,1,7,NA,NA,4
3281,18,F65.jpg,3,10,9,9,1
3282,19,F65.jpg,3,7,7,10,1
3283,20,F65.jpg,1,11,NA,NA,4
3284,21,F65.jpg,3,12,10,8,-1
3285,22,F65.jpg,3,10,9,8,-1
3286,23,F65.jpg,1,9,NA,NA,4
3287,24,F65.jpg,3,12,3,10,0
3288,25,F65.jpg,3,7,9,6,0
3289,26,F65.jpg,1,8,NA,NA,4
3290,27,F65.jpg,3,6,8,7,-1
3291,28,F65.jpg,3,7,10,2,-1
3292,29,F65.jpg,1,10,NA,NA,3
3293,30,F65.jpg,3,5,7,8,2
3294,31,F65.jpg,3,11,13,10,0
3295,32,F65.jpg,1,8,NA,NA,3
3296,33,F65.jpg,3,9,3,8,-1
3297,34,F65.jpg,3,10,9,8,-1
3298,35,F65.jpg,1,13,NA,NA,3
3299,36,F65.jpg,3,11,12,11,1
3300,37,F65.jpg,3,7,12,9,0
3301,38,F65.jpg,1,10,NA,NA,4
3302,39,F65.jpg,3,13,13,12,-1
3303,40,F65.jpg,3,9,13,12,-1
3304,41,F65.jpg,1,8,NA,NA,3
3305,42,F65.jpg,3,10,6,8,1
3306,43,F65.jpg,3,10,14,9,2
3307,44,F65.jpg,1,10,NA,NA,4
3308,45,F65.jpg,2,13,8,NA,-1
3309,46,F65.jpg,3,6,8,8,-1
3310,47,F65.jpg,1,10,NA,NA,4
3311,48,F65.jpg,2,5,5,NA,2
3312,1,F169.jpg,1,9,NA,NA,4
3313,2,F169.jpg,3,10,9,8,1
3314,3,F169.jpg,1,8,NA,NA,4
3315,4,F169.jpg,3,9,12,11,0
3316,5,F169.jpg,3,10,7,11,-1
3317,6,F169.jpg,3,11,9,10,-1
3318,7,F169.jpg,1,9,NA,NA,4
3319,8,F169.jpg,3,5,6,10,0
3320,9,F169.jpg,1,9,NA,NA,4
3321,10,F169.jpg,3,10,9,11,0
3322,11,F169.jpg,3,9,9,8,-1
3323,12,F169.jpg,3,4,6,5,-1
3324,13,F169.jpg,1,8,NA,NA,4
3325,14,F169.jpg,3,7,7,6,1
3326,15,F169.jpg,1,10,NA,NA,-1
